cond,trial,method,rec_n,rec_d,recovery_rate,rel_err,r2,mse,nmse,hpp_l1,hpp_l2
100,8,EN_Fixed,3,4,0.74999999998125,0.9967682736602734,-0.14649358402301393,8.5178596621188,0.9813696077244592,,
100,8,Ridge,4,4,0.999999999975,1.0009466658430923,-0.1498297796912349,8.542645885873808,0.9842253071194141,,
100,8,Lasso,2,4,0.4999999999875,0.9894951944321595,-0.12178295169361708,8.334272330033222,0.9602179293429458,,
100,9,HPP_EN,1,4,0.24999999999375,0.9824196541101015,-0.09631589120320827,6.349511786668598,0.945471469941139,0.05,0.001
100,9,EN_Fixed,2,4,0.4999999999875,0.9870553244674233,-0.12276108016921472,6.502673881998669,0.9682780094478503,,
100,9,Ridge,4,4,0.999999999975,0.9856397521582954,-0.1270482139502842,6.527503592752976,0.9719752674282791,,
100,9,Lasso,2,4,0.4999999999875,0.9819636262398448,-0.06315950461178899,6.157480576362504,0.9168771406788668,,
100,10,HPP_EN,4,4,0.999999999975,0.9497183245995191,-0.06097907227606636,5.973999275495995,0.9296870603361621,0.05,0.001
100,10,EN_Fixed,3,4,0.74999999998125,0.9755763920232342,-0.11559595362477415,6.281527687820921,0.9775453161610207,,
100,10,Ridge,4,4,0.999999999975,0.9716444440648513,-0.11703176993147224,6.2896122634738205,0.9788034558135713,,
100,10,Lasso,3,4,0.74999999998125,0.966704395709379,-0.07595252646653905,6.058309519517737,0.9428076081143153,,
100,11,HPP_EN,4,4,0.999999999975,0.970443961514491,-0.1822037781426653,1.2349578994532124,0.9506008015856072,0.05,0.001
100,11,EN_Fixed,4,4,0.999999999975,0.9888568579064604,-0.21883980600804498,1.273228756689027,0.9800595447393952,,
100,11,Ridge,4,4,0.999999999975,0.9871622291247155,-0.21583233632763954,1.2700870830555542,0.9776412619172666,,
100,11,Lasso,3,4,0.74999999998125,0.9883570963420107,-0.2196021217031403,1.2740250896114396,0.9806725168210422,,
100,12,HPP_EN,3,4,0.74999999998125,0.9736310267867501,-0.12724729124993028,7.359515521312948,0.9470403948476891,0.05,0.001
100,12,EN_Fixed,4,4,0.999999999975,0.989295721571376,-0.17349226647302496,7.661437393806176,0.9858924372832392,,
100,12,Ridge,4,4,0.999999999975,0.9868766169812849,-0.17194924399876443,7.651363386144146,0.9845960894236119,,
100,12,Lasso,2,4,0.4999999999875,0.9866686593440231,-0.16296720990056524,7.592721932869628,0.9770499642876962,,
100,13,HPP_EN,3,4,0.74999999998125,0.9805819553782299,-0.18852796313607922,8.22482637159602,0.9581978511338809,0.05,0.001
100,13,EN_Fixed,3,4,0.74999999998125,0.9858426352939682,-0.19895219066384806,8.296963893079049,0.9666019213170366,,
100,13,Ridge,3,4,0.74999999998125,0.9865874142384374,-0.20141886364621353,8.314033711900922,0.968590566788125,,
100,13,Lasso,2,4,0.4999999999875,0.982229122192847,-0.20154153417259502,8.314882613913912,0.9686894644484426,,
100,14,HPP_EN,2,4,0.4999999999875,0.9848085766373795,-0.19048928681514798,13.313231085279787,0.9714922076956151,0.05,0.001
100,14,EN_Fixed,3,4,0.74999999998125,0.9933315217611332,-0.2123979287197293,13.558235232457488,0.9893706339252492,,
100,14,Ridge,4,4,0.999999999975,0.9930728811845035,-0.21171364889540434,13.550582937280094,0.9888122311537353,,
100,14,Lasso,2,4,0.4999999999875,0.9862067848093296,-0.19790607057025822,13.396172911917713,0.977544633117711,,
300,0,HPP_EN,4,4,0.999999999975,1.0001429711918992,-0.1851098480080473,3.163743551815023,0.9917527818580956,0.005,0.001
300,0,EN_Fixed,4,4,0.999999999975,1.0000353188026372,-0.18959651199037397,3.1757210526915083,0.9955074224032013,,
300,0,Ridge,4,4,0.999999999975,0.9999382660235845,-0.18888647930727953,3.1738255648373705,0.9949132353834472,,
300,0,Lasso,0,4,0.0,1.0000317831050447,-0.19485221931118502,3.1897515749881467,0.9999056327166228,,
300,1,HPP_EN,2,4,0.4999999999875,0.9762875552791367,-0.15450384070730894,4.777837165573923,0.9885258341353631,0.005,0.001
300,1,EN_Fixed,2,4,0.4999999999875,0.9980418900019274,-0.1606426026587584,4.803242022593955,0.993782052923598,,
300,1,Ridge,3,4,0.74999999998125,0.9960134186214898,-0.16170581771009496,4.807642067191607,0.9946924141614122,,
300,1,Lasso,1,4,0.24999999999375,0.9934036001877262,-0.14686255663084147,4.7462142209236164,0.9819831043070002,,
300,2,HPP_EN,3,4,0.74999999998125,0.9981110929292488,-0.18127419319357396,3.855935721918643,0.9942274280678379,0.005,0.001
300,2,EN_Fixed,2,4,0.4999999999875,0.99876699728911,-0.18275854629693766,3.860780973078941,0.9954767439140702,,
300,2,Ridge,3,4,0.74999999998125,0.9984807774331083,-0.18280954720889597,3.8609474511408535,0.995519669177161,,
300,2,Lasso,1,4,0.24999999999375,0.9980201773961646,-0.17916567915236703,3.849053073792998,0.9924527829394562,,
300,3,HPP_EN,2,4,0.4999999999875,0.9960663959566223,-0.1424287894367473,5.705872075908588,0.9836018209088967,0.005,0.001
300,3,EN_Fixed,4,4,0.999999999975,1.0016687127046167,-0.15278378506555979,5.757590205695677,0.9925172059641221,,
300,3,Ridge,4,4,0.999999999975,1.0022647213525337,-0.15433506311041056,5.765338079488711,0.9938528164842346,,
300,3,Lasso,1,4,0.24999999999375,0.9959271524417137,-0.13956067817502005,5.69154726537317,0.9811324508390168,,
300,4,HPP_EN,3,4,0.74999999998125,0.9955545474547278,-0.23714917157208681,13.268223203125547,0.9920728854206103,0.005,0.001
300,4,EN_Fixed,2,4,0.4999999999875,0.9980478281078073,-0.24238301355382008,13.324355305235176,0.9962699158482795,,
300,4,Ridge,4,4,0.999999999975,0.9977677298633052,-0.24190729762783314,13.319253329473227,0.9958884381072124,,
300,4,Lasso,2,4,0.4999999999875,0.9968508618212188,-0.23941735568964084,13.292549108060076,0.9938917477000133,,
300,5,HPP_EN,3,4,0.74999999998125,0.9921531305065848,-0.1633855076455737,5.205090498798584,0.9883952305878527,0.005,0.001
300,5,EN_Fixed,3,4,0.74999999998125,0.994961463643021,-0.16926244719141015,5.231384450365811,0.9933881920605406,,
300,5,Ridge,3,4,0.74999999998125,0.9955690000268427,-0.17011980777982427,5.235220358088119,0.9941165930169851,,
300,5,Lasso,3,4,0.74999999998125,0.9941066650833791,-0.1573440749073325,5.17806059002089,0.9832625181162322,,
300,6,HPP_EN,2,4,0.4999999999875,0.9966335294515941,-0.2140551161374178,9.286633651494615,0.989838858524647,0.005,0.001
300,6,EN_Fixed,2,4,0.4999999999875,0.9984729757966003,-0.22167271694203805,9.34490272596704,0.9960496122086572,,
300,6,Ridge,2,4,0.4999999999875,0.9986318389901596,-0.2220071712675149,9.347461056929594,0.9963222982534324,,
300,6,Lasso,1,4,0.24999999999375,0.9994719173517126,-0.22436095322706984,9.36546576731163,0.9982413749222696,,
300,7,HPP_EN,3,4,0.74999999998125,0.9921101202414964,-0.21977728450926892,5.605814813629573,0.9808845144931224,0.005,0.001
300,7,EN_Fixed,2,4,0.4999999999875,0.997807714667583,-0.2370246424872262,5.685079689338177,0.9947539860526816,,
300,7,Ridge,4,4,0.999999999975,0.997680520727874,-0.2371250346061351,5.685541068341129,0.9948347164254024,,
300,7,Lasso,2,4,0.4999999999875,0.9952212857980449,-0.22881667002654904,5.6473577427219634,0.9881535408859204,,
