kappa_target,kappa_actual,run_id,method,mse,support_recall,support_precision,rel_err
50,31.464562386658987,17,EN_Fixed,0.00022297461282669396,1.0,0.5714285714285714,0.015274647549771682
50,31.464562386658987,17,EN_Dynamic,0.8958579449774989,0.25,0.5,0.9681955084944084
50,31.464562386658987,17,OMP,2.443705046615839,0.5,0.5,1.5990714950730014
50,31.464562386658987,17,Lasso,7.364316198060953e-05,1.0,0.5714285714285714,0.008778285519488956
50,31.464562386658987,17,Ridge,1.0665097067794485,1.0,0.4,1.0563939249962606
50,26.534642983374287,18,EN_Fixed,4.5201907663177e-09,1.0,1.0,5.4131023626024166e-05
50,26.534642983374287,18,EN_Dynamic,1.4685185173733184,0.25,1.0,0.97568037908712
50,26.534642983374287,18,OMP,0.5239139599779563,0.75,0.75,0.5827708805645468
50,26.534642983374287,18,Lasso,4.513279125972364e-09,1.0,1.0,5.408962301773482e-05
50,26.534642983374287,18,Ridge,0.29306086073236204,1.0,0.4,0.435859752849002
50,23.180493318042505,19,EN_Fixed,8.743308667453275e-05,1.0,0.5,0.007552167699304884
50,23.180493318042505,19,EN_Dynamic,1.4602315324794648,0.75,0.6,0.9759882315445285
50,23.180493318042505,19,OMP,21.923582970712154,0.5,0.5,3.7817210063544424
50,23.180493318042505,19,Lasso,3.6328603116278284e-08,1.0,0.5714285714285714,0.00015394233485548138
50,23.180493318042505,19,Ridge,4.084669019765854,1.0,0.4,1.6323457600111067
100,76.99987792664645,0,EN_Fixed,2.679105898405816e-05,1.0,0.6666666666666666,0.005739719342147511
100,76.99987792664645,0,EN_Dynamic,0.6373462332041835,1.0,0.4444444444444444,0.8852856578550694
100,76.99987792664645,0,OMP,0.0786042222675862,0.75,0.75,0.31089851972878707
100,76.99987792664645,0,Lasso,8.210466296076835e-12,1.0,0.8,3.1774566052176113e-06
100,76.99987792664645,0,Ridge,0.12202074685239342,1.0,0.4,0.3873580235528067
100,46.87766661089358,1,EN_Fixed,1.994597729465905e-10,1.0,0.8,1.1640169820142166e-05
100,46.87766661089358,1,EN_Dynamic,0.9250182755770586,0.5,1.0,0.7926962665794975
100,46.87766661089358,1,OMP,4.794795189546462e-31,1.0,1.0,5.707115826025377e-16
100,46.87766661089358,1,Lasso,1.6755820060868715e-11,1.0,0.8,3.3737624491922047e-06
100,46.87766661089358,1,Ridge,0.00446827082118348,1.0,0.4,0.055093631525159656
100,89.6369460148987,2,EN_Fixed,4.6934926379617826e-09,1.0,0.6666666666666666,0.00012061230844683317
100,89.6369460148987,2,EN_Dynamic,0.3226360422904345,0.0,0.0,1.0
100,89.6369460148987,2,OMP,6.656013887802288e-32,1.0,1.0,4.542037012440083e-16
100,89.6369460148987,2,Lasso,1.1705005921112802e-10,1.0,1.0,1.9047122636605517e-05
100,89.6369460148987,2,Ridge,0.0050535431069822145,1.0,0.4,0.12515308129236338
100,58.63980576314955,3,EN_Fixed,6.113675580132044e-09,1.0,0.6666666666666666,6.332732197185151e-05
100,58.63980576314955,3,EN_Dynamic,1.0888248734458168,1.0,0.4444444444444444,0.8451210998966168
100,58.63980576314955,3,OMP,1.325009894155651,0.5,0.5,0.9322867000543709
100,58.63980576314955,3,Lasso,7.047588783881628e-09,1.0,0.8,6.79923741171509e-05
100,58.63980576314955,3,Ridge,0.29574699390672304,1.0,0.4,0.4404535325641394
100,70.77395344072832,4,EN_Fixed,6.400972801222025e-08,1.0,0.6666666666666666,0.00026341975544678746
100,70.77395344072832,4,EN_Dynamic,0.8584098148193405,0.5,0.6666666666666666,0.9646564858423019
100,70.77395344072832,4,OMP,1.1205651148232305,0.5,0.5,1.1021581091127686
100,70.77395344072832,4,Lasso,4.966434679824992e-08,1.0,0.6666666666666666,0.00023203191013798294
100,70.77395344072832,4,Ridge,0.2551881250179494,1.0,0.4,0.525963469841969
100,54.897812218209346,5,EN_Fixed,6.952830623348668e-08,1.0,0.8,0.0001876015823027676
100,54.897812218209346,5,EN_Dynamic,1.939483789433109,0.75,0.5,0.990829091247685
100,54.897812218209346,5,OMP,2.0954117794933126e-30,1.0,1.0,1.0298888651008618e-15
100,54.897812218209346,5,Lasso,6.896398810495653e-08,1.0,0.8,0.00018683870837470377
100,54.897812218209346,5,Ridge,0.3744806806717529,1.0,0.4,0.43538191068544413
100,60.73089256507255,6,EN_Fixed,0.00728728538189357,1.0,0.5,0.07602391432643991
100,60.73089256507255,6,EN_Dynamic,1.0131280256700985,1.0,0.5714285714285714,0.8963951594493703
100,60.73089256507255,6,OMP,1.7256893217974227,0.75,0.75,1.16989973868125
100,60.73089256507255,6,Lasso,2.589184734237147e-08,1.0,0.8,0.0001433008798608839
100,60.73089256507255,6,Ridge,0.02835831894041659,1.0,0.4,0.14997110084992074
100,42.06478675983923,7,EN_Fixed,2.165959897179548e-09,1.0,0.8,3.425839369772206e-05
100,42.06478675983923,7,EN_Dynamic,1.5838830253392588,0.75,1.0,0.9264102307331652
100,42.06478675983923,7,OMP,0.8746564033523432,0.5,0.5,0.6884311773997391
100,42.06478675983923,7,Lasso,2.0160907189746022e-09,1.0,0.8,3.3051930088360976e-05
100,42.06478675983923,7,Ridge,0.12683688721152503,1.0,0.4,0.26215888295263984
100,101.67854011911416,8,EN_Fixed,0.04040711248924114,0.75,0.42857142857142855,0.14174460685147386
100,101.67854011911416,8,EN_Dynamic,1.6343066209542936,1.0,0.5,0.9014557337532685
100,101.67854011911416,8,OMP,4.341816466626585e-31,1.0,1.0,4.6463654579018e-16
100,101.67854011911416,8,Lasso,0.03876365670719658,0.75,0.3333333333333333,0.13883213574564507
100,101.67854011911416,8,Ridge,0.1452423824125077,1.0,0.4,0.2687350524848941
100,61.423101092376825,9,EN_Fixed,0.12532436801009345,1.0,0.4,0.3471117132791907
100,61.423101092376825,9,EN_Dynamic,0.9704974326971774,0.75,0.6,0.9659367799544971
100,61.423101092376825,9,OMP,5.817849176004962e-31,1.0,1.0,7.478814074964828e-16
100,61.423101092376825,9,Lasso,0.062156757365399606,1.0,0.4,0.24445317508710546
100,61.423101092376825,9,Ridge,0.609177762596247,1.0,0.4,0.7652855767578128
100,85.83099217154611,10,EN_Fixed,0.03749510425487994,1.0,0.5,0.19887287169931178
100,85.83099217154611,10,EN_Dynamic,0.7704863934451341,0.75,0.6,0.9015104162094123
100,85.83099217154611,10,OMP,0.34607031285538464,0.25,0.25,0.604185690116001
100,85.83099217154611,10,Lasso,0.005071541637084209,1.0,0.5714285714285714,0.07314055641179192
100,85.83099217154611,10,Ridge,0.4110535563102366,1.0,0.4,0.6584722347730126
100,71.68618530762238,11,EN_Fixed,4.2683989773968296e-08,1.0,0.6666666666666666,0.00017412879814382413
100,71.68618530762238,11,EN_Dynamic,1.1359028159767477,1.0,0.4444444444444444,0.8982737052868635
100,71.68618530762238,11,OMP,3.944304526105059e-31,1.0,1.0,5.293261111590417e-16
